seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
1	13649	264627	250979	*	2	2	0.7
1	264730	16536007	16271278	*	2	2	0.7
1	16536489	16586921	50433	*	5	3	0.7
1	16587665	16922390	334726	*	2	1	0.7
1	16922900	19284993	2362094	*	2	2	0.7
1	19306263	24927286	5621024	*	2	0	0.7
1	24964519	33276014	8311496	*	2	2	0.7
1	33312625	40374681	7062057	*	2	1	0.7
1	40406951	54741157	14334207	*	2	2	0.7
1	54741379	61352709	6611331	*	2	1	0.7
1	61404111	92181666	30777556	*	2	0	0.7
1	92326255	119726926	27400672	*	2	2	0.7
1	119737545	121538213	1800669	*	2	2	0.7
1	143217319	145947812	2730494	*	2	0	0.7
1	146069376	146757826	688451	*	1	1	0.7
1	146764762	147104540	339779	*	2	0	0.7
1	147104551	147130565	26015	*	2	1	0.7
1	147162354	147208772	46419	*	2	0	0.7
1	147208832	150286426	3077595	*	2	0	0.7
1	150308767	152156618	1847852	*	6	0	0.7
1	152213956	152308424	94469	*	9	1	0.7
1	152308531	152798057	489527	*	5	0	0.7
1	152798113	153093786	295674	*	2	2	0.7
1	153149695	156768177	3618483	*	7	0	0.7
1	156782198	193105241	36323044	*	6	0	0.7
1	193105521	201208082	8102562	*	5	0	0.7
1	201209660	201211044	1385	*	11	9	0.7
1	201224540	207616743	6392204	*	5	0	0.7
1	207639456	207889126	249671	*	11	0	0.7
1	207899281	214465004	6565724	*	5	0	0.7
1	214482911	215086143	603233	*	4	1	0.7
1	215169230	227493011	12323782	*	5	0	0.7
1	227493134	227507742	14609	*	2	2	0.7
1	227921231	247965938	20044708	*	4	0	0.7
1	248084006	248650825	566820	*	2	2	0.7
2	224919	7024615	6799697	*	5	1	0.7
2	7024681	10723141	3698461	*	6	2	0.7
2	10782390	12024120	1241731	*	2	0	0.7
2	12723644	28013557	15289914	*	4	2	0.7
2	28526049	37049508	8523460	*	2	2	0.7
2	37115479	46993202	9877724	*	2	1	0.7
2	46993483	62771350	15777868	*	2	2	0.7
2	63174838	73601411	10426574	*	2	0	0.7
2	73602245	89213290	15611046	*	2	2	0.7
2	89581213	91940980	2359768	*	2	2	0.7
2	94196754	111769289	17572536	*	2	2	0.7
2	111777213	112113067	335855	*	7	2	0.7
2	112138790	121458843	9320054	*	2	2	0.7
2	121515497	156571186	35055690	*	2	0	0.7
2	157210570	163611904	6401335	*	4	0	0.7
2	164508377	220540377	56032001	*	2	0	0.7
2	221426182	239126848	17700667	*	3	0	0.7
2	239126885	241767573	2640689	*	2	0	0.7
3	344564	4983086	4638523	*	2	0	0.7
3	7146319	10335966	3189648	*	12	0	0.7
3	10338239	14684660	4346422	*	8	0	0.7
3	14760043	23499436	8739394	*	4	0	0.7
3	23918549	75631171	51712623	*	2	0	0.7
3	75664415	75737906	73492	*	3	1	0.7
3	75739422	89449469	13710048	*	2	0	0.7
3	91483720	93470642	1986923	*	13	2	0.7
3	93470744	114307826	20837083	*	3	2	0.7
