seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
1	13649	264627	250979	*	2	2	0.52
1	264730	16535646	16270917	*	2	2	0.52
1	16535663	16869012	333350	*	4	2	0.52
1	16869040	18877503	2008464	*	2	2	0.52
1	18877679	19284993	407315	*	2	2	0.52
1	19306263	24601134	5294872	*	2	0	0.52
1	24964519	31699894	6735376	*	2	2	0.52
1	31728046	40161246	8433201	*	2	1	0.52
1	40222460	61352709	21130250	*	2	2	0.52
1	61404111	93115259	31711149	*	2	0	0.52
1	93588825	121538213	27949389	*	2	2	0.52
1	125179174	150286426	25107253	*	2	0	0.52
1	150308767	152805098	2496332	*	6	0	0.52
1	152805432	153150144	344713	*	2	2	0.52
1	153225262	156742981	3517720	*	8	0	0.52
1	156752069	186078018	29325950	*	6	0	0.52
1	186081285	201208082	15126798	*	5	0	0.52
1	201209660	201211044	1385	*	2	2	0.52
1	201224540	227493011	26268472	*	5	0	0.52
1	227493134	227507643	14510	*	3	2	0.52
1	227921231	247896554	19975324	*	4	0	0.52
1	247921169	248650825	729657	*	2	1	0.52
2	224919	6496808	6271890	*	4	1	0.52
2	6650405	10667622	4017218	*	5	2	0.52
2	10722744	12024120	1301377	*	2	0	0.52
2	12723644	28929546	16205903	*	4	2	0.52
2	28999204	62771350	33772147	*	2	2	0.52
2	63174838	73601411	10426574	*	2	0	0.52
2	73602245	89213290	15611046	*	2	2	0.52
2	89581213	91940980	2359768	*	1	1	0.52
2	94196754	111769289	17572536	*	2	2	0.52
2	111792748	112098757	306010	*	7	2	0.52
2	112138790	121458843	9320054	*	4	0	0.52
2	121515611	156571186	35055576	*	2	0	0.52
2	157210570	163611904	6401335	*	4	0	0.52
2	164508377	219640543	55132167	*	2	0	0.52
2	219640699	239126848	19486150	*	3	0	0.52
2	239126885	241767573	2640689	*	2	0	0.52
3	344564	4983086	4638523	*	2	0	0.52
3	7146319	10328802	3182484	*	9	0	0.52
3	10338239	14158408	3820170	*	6	0	0.52
3	14178595	23918549	9739955	*	4	0	0.52
3	23956056	89449469	65493414	*	2	0	0.52
3	91483720	93470778	1987059	*	8	1	0.52
3	93874275	114236973	20362699	*	2	2	0.52
3	114307826	121992916	7685091	*	3	0	0.52
3	121993204	132719255	10726052	*	3	2	0.52
3	133380401	186558604	53178204	*	3	0	0.52
3	186564438	198035752	11471315	*	2	0	0.52
4	16758	17842406	17825649	*	3	0	0.52
4	19889649	49711673	29822025	*	2	0	0.52
4	51848078	190179609	138331532	*	2	0	0.52
5	163090	10988060	10824971	*	1	0	0.52
5	13691900	44112226	30420327	*	1	1	0.52
5	49601562	49661793	60232	*	0	0	0.52
5	50399214	53083447	2684234	*	2	2	0.52
5	53560674	146592933	93032260	*	2	0	0.52
5	147034906	168408761	21373856	*	3	0	0.52
5	168409804	181260211	12850408	*	2	0	0.52
6	152749	367552	214804	*	1	1	0.52
6	391989	2765463	2373475	*	3	0	0.52
6	2765910	13711047	10945138	*	2	1	0.52
6	13793812	39596087	25802276	*	2	2	0.52
6	39617623	43201079	3583457	*	3	2	0.52
6	43215168	57937957	14722790	*	3	2	0.52
6	62286015	69790571	7504557	*	2	0	0.52
6	69796603	87284854	17488252	*	2	1	0.52
6	87341334	100800297	13458964	*	2	0	0.52
6	101859194	107070009	5210816	*	9	2	0.52
6	107705113	119180453	11475341	*	2	0	0.52
6	119188620	129401280	10212661	*	4	0	0.52
6	129403749	144827554	15423806	*	2	1	0.52
6	145671219	150064750	4393532	*	2	0	0.52
6	150248604	152233602	1984999	*	4	0	0.52
6	152236085	170640200	18404116	*	2	0	0.52
7	258359	6805885	6547527	*	6	0	0.52
7	6812261	33349217	26536957	*	2	0	0.52
7	33970334	43624599	9654266	*	2	2	0.52
7	43624878	44768817	1143940	*	4	2	0.52
7	44769674	55954851	11185178	*	2	2	0.52
7	55979879	57820256	1840378	*	2	1	0.52
7	60992954	63771809	2778856	*	1	0	0.52
7	64102833	84110714	20007882	*	2	0	0.52
7	85072836	100952498	15879663	*	4	2	0.52
7	100952551	100957375	4825	*	3	0	0.52
7	100957768	100966916	9149	*	5	3	0.52
7	100969353	100972374	3022	*	10	3	0.52
7	100991195	111782750	10791556	*	3	2	0.52
7	111988970	138745078	26756109	*	2	0	0.52
7	138747778	140348890	1601113	*	4	0	0.52
7	140380171	154053149	13672979	*	2	0	0.52
7	154446472	159034723	4588252	*	2	2	0.52
8	219366	22634590	22415225	*	1	0	0.52
8	22634616	23574819	940204	*	3	0	0.52
8	23682904	36909567	13226664	*	2	0	0.52
8	37067647	43302033	6234387	*	4	3	0.52
8	46579451	58430723	11851273	*	3	1	0.52
8	58572340	98212306	39639967	*	2	2	0.52
8	98707321	100047434	1340114	*	14	2	0.52
8	100105326	100522421	417096	*	2	2	0.52
8	100529977	116766858	16236882	*	8	2	0.52
8	117152910	130214773	13061864	*	3	3	0.52
8	130401756	138877729	8475974	*	4	0	0.52
8	139618747	144946362	5327616	*	6	0	0.52
9	12667	30689222	30676556	*	5	0	0.52
9	30689447	30690053	607	*	8	3	0.52
9	30799997	38621347	7821351	*	3	0	0.52
9	39073680	43110553	4036874	*	1	1	0.52
9	62799760	66986614	4186855	*	1	1	0.52
9	66987043	123769476	56782434	*	2	0	0.52
9	123878812	125559492	1680681	*	5	0	0.52
9	125949495	138177100	12227606	*	2	0	0.52
10	47876	38671907	38624032	*	2	0	0.52
10	41859954	46549296	4689343	*	3	0	0.52
10	46549378	46550822	1445	*	1	1	0.52
10	46578866	133626863	87047998	*	2	0	0.52
11	179321	2405754	2226434	*	2	0	0.52
11	2405981	4723935	2317955	*	3	0	0.52
11	4769881	7606121	2836241	*	6	0	0.52
11	7620800	9160493	1539694	*	4	0	0.52
11	9178103	10806814	1628712	*	2	0	0.52
11	11327122	17136398	5809277	*	3	2	0.52
11	17317520	50553126	33235607	*	2	0	0.52
11	54592041	61920202	7328162	*	2	1	0.52
11	61967489	66561879	4594391	*	2	0	0.52
11	67044867	72940660	5895794	*	2	1	0.52
11	73083649	117207622	44123974	*	2	2	0.52
11	117208625	134986898	17778274	*	2	0	0.52
12	174476	3283185	3108710	*	2	1	0.52
12	3298042	13866236	10568195	*	3	0	0.52
12	14424958	19941437	5516480	*	6	0	0.52
12	20552606	27121971	6569366	*	3	0	0.52
12	27317596	31984918	4667323	*	2	1	0.52
12	32216137	34165416	1949280	*	1	0	0.52
12	37418138	57202201	19784064	*	2	0	0.52
12	57209032	75402941	18193910	*	4	0	0.52
12	75422832	106067160	30644329	*	2	0	0.52
12	106067982	111599196	5531215	*	4	0	0.52
12	112164449	119151157	6986709	*	6	0	0.52
12	119520263	125102479	5582217	*	3	0	0.52
12	125103160	132455474	7352315	*	2	0	0.52
12	132605936	133219598	613663	*	3	0	0.52
