seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
1	13649	2144131	2130483	*	1	1	0.76
1	2145821	16535646	14389826	*	2	2	0.76
1	16535663	16621694	86032	*	2	2	0.76
1	16621978	19284993	2663016	*	2	1	0.76
1	19306263	24601134	5294872	*	2	0	0.76
1	24964519	54731849	29767331	*	2	2	0.76
1	54731855	61352709	6620855	*	2	1	0.76
1	61404111	89117861	27713751	*	2	0	0.76
1	89141796	93115212	3973417	*	3	0	0.76
1	93588825	121538213	27949389	*	2	1	0.76
1	143498872	144425627	926756	*	2	1	0.76
1	144426381	145920231	1493851	*	2	0	0.76
1	145947812	146764762	816951	*	2	1	0.76
1	146898936	147115123	216188	*	2	0	0.76
1	147130565	150286426	3155862	*	2	0	0.76
1	150308767	152156618	1847852	*	5	0	0.76
1	152213956	152303673	89718	*	5	0	0.76
1	152303901	152308424	4524	*	2	2	0.76
1	152308531	152798057	489527	*	5	0	0.76
1	152798113	153093786	295674	*	3	2	0.76
1	153149834	201208082	48058249	*	6	0	0.76
1	201209660	201211044	1385	*	2	2	0.76
1	201224540	214464976	13240437	*	5	0	0.76
1	214465004	214483397	18394	*	2	2	0.76
1	215086143	227493011	12406869	*	4	0	0.76
1	227493134	227507742	14609	*	2	2	0.76
1	227921231	234467640	6546410	*	4	0	0.76
1	234467705	240920002	6452298	*	3	0	0.76
1	241503933	246591822	5087890	*	5	0	0.76
1	246660555	246776554	116000	*	4	0	0.76
1	246776641	247965938	1189298	*	4	0	0.76
1	248084006	248559421	475416	*	4	1	0.76
1	248559476	248650825	91350	*	2	2	0.76
2	224919	7400564	7175646	*	3	1	0.76
2	8726714	10667622	1940909	*	3	2	0.76
2	10723141	12024409	1301269	*	2	0	0.76
2	12723644	33658170	20934527	*	3	2	0.76
2	33727554	62771350	29043797	*	2	2	0.76
2	63174838	73601411	10426574	*	2	0	0.76
2	73602245	89213290	15611046	*	2	2	0.76
2	89581213	91940980	2359768	*	2	2	0.76
2	94196754	113589214	19392461	*	2	2	0.76
2	113594494	121458843	7864350	*	2	1	0.76
2	121515611	156571186	35055576	*	2	0	0.76
2	157210570	164521978	7311409	*	4	0	0.76
